Timestamp,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2025-01-03T00:13:27.976415,66,43,2696481,269647,65162,59198,67026,73022,34008,29353
2025-01-03T00:13:28.976800,53,54,1329255,246457,125248,103366,73896,57802,66911,40526
2025-01-03T00:13:29.976996,61,60,729394,214309,51682,76003,76740,175122,80175,30270
2025-01-03T00:13:30.977552,48,56,877393,550523,110075,12393,16514,37788,47642,22919
2025-01-03T00:13:31.977670,48,53,830987,39977,5509,8404,5047,10200,21754,4972
2025-01-03T00:13:32.978211,44,40,166191,30004,2831,3148,2769,3408,1582,2384
2025-01-03T00:13:33.978228,41,37,536819,89632,19524,7646,5622,37565,7698,6057
2025-01-03T00:13:34.979026,47,50,351487,25265,18281,9552,3351,5194,5327,1247
2025-01-03T00:13:35.979742,56,51,178320,16275,9145,2380,7525,14618,5799,2505
2025-01-03T00:13:36.980501,64,54,83959,26388,4447,6618,7709,9109,6575,828
2025-01-03T00:13:37.980707,44,54,554424,158361,25385,5113,3912,6929,9514,2950
2025-01-03T00:13:38.980912,50,34,556264,60755,3296,3878,9067,14270,6597,3595
2025-01-03T00:13:39.981589,29,27,327834,310882,26293,39341,22231,24186,33753,13969
2025-01-03T00:13:40.982106,24,14,123280,44088,1299,1993,6186,6010,5547,3876
2025-01-03T00:13:41.982280,40,10,85903,49167,6520,856,2265,10294,1789,371
2025-01-03T00:13:42.983069,38,20,204269,56347,11876,5676,3585,12213,14616,1796
2025-01-03T00:13:43.983970,47,20,806254,172779,29005,13898,17124,32746,19951,10807
2025-01-03T00:13:44.984778,50,47,149697,13340,14174,3609,3453,5583,2473,898
2025-01-03T00:13:45.985303,51,66,1701621,111231,159355,23424,44821,80369,20143,17511
2025-01-03T00:13:46.986010,56,66,444166,151020,45483,14074,26391,47554,15269,11806
2025-01-03T00:13:47.986139,54,78,218178,6273,5995,641,3176,1831,2087,1038
2025-01-03T00:13:48.986826,50,69,81937,17836,7165,242,845,2401,1723,839
2025-01-03T00:13:49.987225,53,63,1235782,167337,69211,40224,26658,96769,50449,23017
2025-01-03T00:13:50.987671,44,63,94077,19567,2685,3912,1261,2320,3631,279
2025-01-03T00:13:51.987683,66,50,838385,13220,7836,5593,17928,51113,30359,6933
2025-01-03T00:13:52.988176,64,41,238180,100284,13223,5494,7961,11170,10900,3021
2025-01-03T00:13:53.988749,64,43,1111808,90257,42752,23611,12271,60864,36851,15553
2025-01-03T00:13:54.989685,66,24,119833,81072,2316,1682,4624,11065,4233,1640
2025-01-03T00:13:55.989997,50,26,675756,140647,27435,14951,34165,49938,33410,7864
2025-01-03T00:13:56.990182,66,24,105176,27284,2928,4638,5424,19977,3738,1979
2025-01-03T00:13:57.990447,66,23,1251086,75942,25110,29185,19244,51650,18269,10629
2025-01-03T00:13:58.990714,80,40,59735,17716,6303,4557,7515,16412,5093,3280
2025-01-03T00:13:59.991463,91,44,38375,19508,18586,5708,22757,43850,28530,11607
2025-01-03T00:14:00.992372,87,56,511799,86265,78346,7820,27962,50111,30186,17470
2025-01-03T00:14:01.992758,81,51,884155,186107,22997,35600,8593,55357,27591,14267
2025-01-03T00:14:02.993549,63,38,178935,115014,4089,5737,8472,10046,3523,1298
2025-01-03T00:14:03.994106,41,43,259040,59465,20576,13835,11507,8330,3361,2192
2025-01-03T00:14:04.994878,30,38,211958,57585,11161,9510,4254,7422,5218,1611
2025-01-03T00:14:05.995416,40,50,370283,18306,18004,11162,3036,23508,3403,2901
2025-01-03T00:14:06.995667,38,56,63244,59992,5482,3504,3778,5088,3835,1428
2025-01-03T00:14:07.996201,47,48,134602,29924,5241,3566,2125,9319,5069,1036
2025-01-03T00:14:08.996501,38,20,281924,47254,4117,11509,3076,12284,7286,3515
2025-01-03T00:14:09.997194,56,29,454441,55013,23806,25830,37138,51591,11368,9867
2025-01-03T00:14:10.997591,56,29,454441,55013,23806,25830,37138,51591,11368,9867
2025-01-03T00:14:11.997986,69,43,1602737,200754,7492,41236,7000,17045,41687,10172
2025-01-03T00:14:12.998485,69,44,1623740,270245,25924,95889,42457,84229,76110,49802
2025-01-03T00:14:13.998709,63,43,808130,35919,4977,11063,6581,11766,4370,4452
2025-01-03T00:14:14.998872,43,40,1574098,496539,21394,54791,21137,92969,55156,3883
2025-01-03T00:14:15.999251,56,48,110294,8532,3368,3414,986,4993,3113,609
2025-01-03T00:14:16.999753,53,60,2661032,173915,81243,180968,27398,64002,14966,18010
2025-01-03T00:14:18.000143,38,43,26139,38110,562,1869,1812,1762,1388,1191
2025-01-03T00:14:19.001068,40,61,389192,72345,84843,25521,33602,30840,18716,21195
2025-01-03T00:14:20.001140,48,54,29830,26717,13075,7796,19044,39150,40640,10860
2025-01-03T00:14:21.001587,51,29,558419,200309,9406,11976,42102,42514,22834,18803
2025-01-03T00:14:22.001788,67,43,244105,78096,14982,9879,2997,31461,13931,9421
2025-01-03T00:14:23.002134,69,26,1733137,65959,16014,5889,38894,20057,10950,3256
2025-01-03T00:14:24.002279,54,29,79121,44115,12544,4948,6728,8784,3370,671
2025-01-03T00:14:25.002607,50,51,424059,45691,28637,16192,7121,11691,7948,2282
2025-01-03T00:14:26.003158,35,48,493521,836685,84998,68593,59889,55345,71162,24826
2025-01-03T00:14:27.003614,38,43,246202,55653,6537,1657,5721,24304,4947,1540
2025-01-03T00:14:28.003682,29,44,1912571,339777,49263,101078,60461,27985,21806,15522
2025-01-03T00:14:29.003961,30,48,996118,102033,93866,70925,52164,39494,46079,12333
2025-01-03T00:14:30.004816,34,57,56209,6037,2077,899,643,629,348,150
2025-01-03T00:14:31.005472,24,78,1542618,44883,45786,8318,3366,13624,8160,13150
2025-01-03T00:14:32.006072,24,75,38914,78499,11913,10710,8694,5330,9047,2729
2025-01-03T00:14:33.006612,17,66,756123,101328,27763,22067,5310,10629,10636,2884
2025-01-03T00:14:34.006904,24,53,306916,55837,4507,3374,13583,9341,8401,1685
2025-01-03T00:14:35.007677,29,50,577213,28085,29490,5712,16158,15109,8661,2586
2025-01-03T00:14:36.008232,38,56,1152504,113715,18102,76779,52418,28401,13988,13165
2025-01-03T00:14:37.009152,38,47,904049,577927,42143,53485,13066,44559,17249,8570
2025-01-03T00:14:38.009436,43,57,192201,9496,2357,3525,1811,4400,1034,877
2025-01-03T00:14:39.009745,26,43,284849,106906,11208,3953,5332,4403,3011,3586
2025-01-03T00:14:40.010411,23,21,153752,20416,798,469,1466,2006,1774,832
2025-01-03T00:14:41.010581,34,43,1224614,15618,48246,7323,14166,13653,6215,4273
2025-01-03T00:14:42.010986,27,26,293629,60884,2134,3586,4643,10824,8524,3422
2025-01-03T00:14:43.011306,50,35,468766,34719,19584,19161,79880,31495,28764,4706
2025-01-03T00:14:44.012175,51,56,258898,119694,72722,20826,44865,25835,48003,15039
2025-01-03T00:14:45.012192,48,37,445937,364160,55253,12554,14694,60347,11719,4964
2025-01-03T00:14:46.012542,48,48,194960,41667,14776,1441,11806,8805,15971,2635
2025-01-03T00:14:47.012621,41,54,71052,8330,3396,3083,1477,3079,1680,574
2025-01-03T00:14:48.013196,41,50,163481,48020,12005,7681,2760,7647,5194,2067
2025-01-03T00:14:49.013999,43,54,294969,411769,115640,23028,41192,95365,30953,19350
2025-01-03T00:14:50.014523,40,54,125446,18314,4366,2082,1547,2640,806,1318
2025-01-03T00:14:51.015311,43,43,23919,19855,2480,2641,8157,8058,3568,3501
2025-01-03T00:14:52.015488,38,37,1154376,460575,50918,31024,29910,29520,36823,23460
2025-01-03T00:14:53.015523,47,35,701661,25190,7415,4644,10038,16367,3474,3624
2025-01-03T00:14:54.015930,44,29,254272,119177,9514,13087,6783,11677,3938,1972
2025-01-03T00:14:55.016003,35,34,33549,15206,1197,2701,1793,2230,1139,866
2025-01-03T00:14:56.016226,51,43,368627,31639,11808,8691,5133,14722,8235,4413
2025-01-03T00:14:57.016784,35,37,75422,33365,1189,2892,2983,3306,1777,512
2025-01-03T00:14:58.017480,44,47,192505,15414,6027,7998,8955,7269,4827,3123
2025-01-03T00:14:59.018029,51,56,22476,5071,2335,2933,1500,2260,2026,1070
2025-01-03T00:15:00.018385,43,51,291677,61276,10508,9281,9844,9832,4966,1052
2025-01-03T00:15:01.019128,56,61,503903,70314,11197,27009,9387,37883,19022,18777
2025-01-03T00:15:02.019798,47,50,433020,190713,17781,9229,6458,18324,8281,3438
2025-01-03T00:15:03.019931,44,44,823480,47689,13487,14427,18020,13769,4806,4813
2025-01-03T00:15:04.020785,47,40,472662,205643,21719,24955,43185,40361,47643,9095
2025-01-03T00:15:05.021590,41,37,1962387,77835,20853,9744,19591,22726,35492,5675
2025-01-03T00:15:06.022355,47,47,157402,38197,12920,16610,51746,9475,7632,7026
2025-01-03T00:15:07.022741,53,47,1345642,39286,15756,15199,13995,28584,14308,12021
2025-01-03T00:15:08.023270,57,57,686428,56015,37363,25308,30506,29473,13956,16545
2025-01-03T00:15:09.023676,60,75,592223,47420,94423,12161,8979,40392,14758,10911
2025-01-03T00:15:10.024193,69,69,146852,22471,4064,3135,3634,11351,4875,2903
2025-01-03T00:15:11.024917,60,60,60714,31076,4690,1175,7571,5967,3346,1636
2025-01-03T00:15:12.025221,64,56,115627,7607,3809,3586,6754,5741,2429,4363
2025-01-03T00:15:13.026006,56,44,249326,19848,8067,3666,7592,3422,5089,1405
2025-01-03T00:15:14.026847,38,48,231559,257689,55235,21120,13126,17922,20468,22913
2025-01-03T00:15:15.027349,40,67,264026,14611,15768,12742,3768,7473,4394,1589
2025-01-03T00:15:16.027444,26,75,143296,46996,25063,16618,4723,7745,9301,1554
2025-01-03T00:15:17.027736,23,66,629707,119635,11160,12785,6895,9352,3409,1979
2025-01-03T00:15:18.028116,35,70,360364,52961,35332,18061,42049,23325,20836,23715
2025-01-03T00:15:19.028764,37,57,415757,39270,5865,11100,10082,10918,3439,2985
2025-01-03T00:15:20.029302,48,38,602343,214186,16182,12256,14001,82987,20758,6295
2025-01-03T00:15:21.029515,44,35,35855,28260,2729,1155,1990,1497,3917,751
2025-01-03T00:15:22.030303,53,30,668979,82054,45053,10138,31234,76233,20961,9596
2025-01-03T00:15:23.030458,63,35,554525,31249,20292,36897,46603,48760,44535,20297
2025-01-03T00:15:24.031396,56,44,1266507,121201,11408,21877,16384,24734,14764,9603
2025-01-03T00:15:25.032152,74,54,81125,4010,2244,348,1809,1706,945,385
2025-01-03T00:15:26.033023,66,51,45964,9003,1378,1412,828,3509,463,356
2025-01-03T00:15:27.033910,70,51,222483,5269,6337,5805,4175,14328,5612,1652
2025-01-03T00:15:28.034181,69,51,244436,40786,9392,3277,7269,7187,5413,930
2025-01-03T00:15:29.035004,54,54,1561124,239267,106577,25780,19256,23621,34073,9064
2025-01-03T00:15:30.035314,48,61,147644,33961,7498,6873,2636,5838,7343,2292
2025-01-03T00:15:31.035876,40,51,113682,17479,1280,5286,5072,8177,9776,1075
2025-01-03T00:15:32.036684,51,61,1247775,67032,72245,21452,22238,64292,16936,19913
2025-01-03T00:15:33.036712,44,61,39354,37074,16065,6699,3911,1934,5887,4049
2025-01-03T00:15:34.036803,60,51,5735,51948,4653,14795,60475,36817,14018,8774
2025-01-03T00:15:35.037120,57,61,74720,16099,13236,5728,5507,12125,7494,1959
2025-01-03T00:15:36.037875,47,41,226205,12701,886,511,925,1711,698,732
2025-01-03T00:15:37.037993,63,30,54277,22550,2786,3709,2810,6821,5898,818
2025-01-03T00:15:38.038274,53,30,488526,234707,11426,20920,3020,50712,9130,8712
2025-01-03T00:15:39.038729,47,34,694902,96898,64200,38886,20950,31740,18447,7258
2025-01-03T00:15:40.039334,53,35,80525,28073,2507,2395,9457,8795,11606,2926
2025-01-03T00:15:41.040033,50,41,891751,151093,57372,21619,45139,36724,35202,6762
2025-01-03T00:15:42.040570,54,43,181842,41924,4516,4803,8448,14751,7124,2673
2025-01-03T00:15:43.040929,56,41,374698,15943,11650,6532,10288,6132,4057,1815
2025-01-03T00:15:44.041034,63,53,511276,53938,18402,12775,8957,41819,35016,19296
2025-01-03T00:15:45.041801,57,48,807460,382181,50231,38015,23915,47972,21567,14586
2025-01-03T00:15:46.042473,63,51,497833,60129,6175,19906,16538,45573,12156,12514
2025-01-03T00:15:47.042705,75,37,268784,243045,44545,18711,23712,190359,41893,8051
2025-01-03T00:15:48.043602,81,30,88321,13275,3690,3577,3225,23900,4959,2374
2025-01-03T00:15:49.043648,91,34,108004,77170,12526,16986,23895,30339,15199,5673
2025-01-03T00:15:50.044297,88,38,650833,75378,48815,8665,21026,57586,11829,4306
2025-01-03T00:15:51.044559,84,41,665867,66606,13099,5508,7459,33787,29292,18337
2025-01-03T00:15:52.045440,75,44,33870,44763,11699,15584,33577,24597,23249,11071
2025-01-03T00:15:53.045478,67,50,869962,228412,83628,16173,17828,41617,33112,11089
2025-01-03T00:15:54.046078,60,60,1714668,105033,122816,24435,11210,43463,8297,9328
2025-01-03T00:15:55.046816,50,53,671193,215924,19284,6701,31096,34055,21841,8517
2025-01-03T00:15:56.046908,34,54,601024,60791,17620,8525,7572,5379,4080,3683
2025-01-03T00:15:57.047698,20,47,425063,294156,33025,11871,18090,9841,9522,1265
2025-01-03T00:15:58.048555,29,26,1225543,14128,482,4407,7888,8940,6487,3624
2025-01-03T00:15:59.049250,27,44,470306,122460,73626,23479,22155,28066,13191,11808
