Timestamp,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2025-01-03T00:47:14.476631,61,84,13649,5046,10605,26334,6476,10295,5630,2902
2025-01-03T00:47:15.477526,74,83,5095,24032,9281,1465,12299,5419,3464,2421
2025-01-03T00:47:16.477801,75,81,8305,37416,5859,27497,9139,18923,11561,1699
2025-01-03T00:47:17.478122,81,78,7460,22758,19265,8945,20039,15545,9188,2810
2025-01-03T00:47:18.478182,78,61,861124,79072,18487,4907,2648,20135,19998,5616
2025-01-03T00:47:19.478390,78,61,861124,79072,18487,4907,2648,20135,19998,5616
2025-01-03T00:47:20.479164,74,54,67324,145018,3772,14846,15896,11702,6872,7868
2025-01-03T00:47:21.479714,43,40,285675,37729,1553,1751,1287,521,416,93
2025-01-03T00:47:22.479904,35,47,56334,77868,40347,11927,12061,11870,5658,5860
2025-01-03T00:47:23.480525,17,41,890833,203052,44300,16461,29500,16738,8270,3257
2025-01-03T00:47:24.481599,24,57,22348,24266,9447,30680,13416,8650,15099,6316
2025-01-03T00:47:25.482477,53,70,49603,24370,2158,22879,13715,12826,8503,6634
2025-01-03T00:47:26.482595,51,75,113373,24167,14753,9714,2227,3279,3975,1087
2025-01-03T00:47:27.482730,56,78,99885,77931,18146,16101,10819,11825,12601,17814
2025-01-03T00:47:28.483551,67,67,69680,17550,3820,2954,3474,11232,3676,1401
2025-01-03T00:47:29.484241,66,67,28360,36376,16192,20172,9704,14254,4949,4866
2025-01-03T00:47:30.485048,83,70,600161,11830,27984,23557,12700,26471,7262,2910
2025-01-03T00:47:31.485102,91,80,482148,10610,20220,19333,11174,12654,10447,4940
2025-01-03T00:47:32.485495,75,83,138357,103679,7288,39497,23738,15264,11631,3743
2025-01-03T00:47:33.485692,78,77,5521,40113,6614,12246,12281,14437,7336,3575
2025-01-03T00:47:34.486491,70,67,23621,30831,5538,10672,9023,9286,5793,4437
2025-01-03T00:47:35.486682,64,66,175674,52978,62059,6626,9600,13409,6506,1908
2025-01-03T00:47:36.487097,74,66,12361,25753,9027,6668,8952,10954,6273,807
2025-01-03T00:47:37.487422,63,74,44924,31595,8262,21172,19121,5274,5702,3777
2025-01-03T00:47:38.487586,61,77,163058,60500,40277,17124,25149,20895,7182,2459
2025-01-03T00:47:39.488174,66,75,187834,17626,15689,20948,25982,10490,8545,2763
2025-01-03T00:47:40.489054,66,74,63123,40450,7888,17560,21840,15361,9690,1510
2025-01-03T00:47:41.489322,61,60,85113,38285,2308,2521,4839,2458,2088,421
2025-01-03T00:47:42.489729,54,53,710200,87896,9218,19429,26819,9891,3210,1133
2025-01-03T00:47:43.490651,41,37,499174,645450,30655,29044,44522,31795,22849,9163
2025-01-03T00:47:44.491146,29,38,680957,39524,11514,5212,6110,3978,5340,1385
2025-01-03T00:47:45.491271,41,48,17718,67146,27493,7087,18776,16959,8626,1999
2025-01-03T00:47:46.491626,50,50,5900,34060,7623,9512,15636,11128,7527,1392
2025-01-03T00:47:47.491829,60,66,7153,31201,11080,24198,14042,8985,4461,3945
2025-01-03T00:47:48.492299,70,66,20399,36800,23934,9028,38353,20136,4860,2712
2025-01-03T00:47:49.492680,67,64,59400,71626,19180,5272,10764,12209,7612,1472
2025-01-03T00:47:50.493154,69,69,34305,15508,10267,10037,6502,8524,3100,4161
2025-01-03T00:47:51.494065,70,75,10731,19860,37586,10566,12306,10587,9269,1706
2025-01-03T00:47:52.494646,54,70,395355,341086,90883,10557,20791,22390,16731,9714
2025-01-03T00:47:53.495318,63,77,587150,34880,17637,13991,16599,21010,10834,3437
2025-01-03T00:47:54.496160,53,74,80514,17182,6538,3480,3559,2139,1609,501
2025-01-03T00:47:55.497039,44,60,1587041,752303,146924,38784,60192,64300,7707,13597
2025-01-03T00:47:56.497792,56,54,768874,324795,48313,15362,60788,56697,13409,2747
2025-01-03T00:47:57.498603,53,53,261722,29833,5565,26014,36486,13278,10372,10762
2025-01-03T00:47:58.498975,37,51,328397,152959,40851,10369,8042,3051,1717,1004
2025-01-03T00:47:59.499849,38,50,495673,83597,7454,10660,5811,8938,4895,1730
2025-01-03T00:48:00.500576,50,57,98053,6125,2487,3721,4005,6148,1016,1298
2025-01-03T00:48:01.500612,53,56,28133,36022,9569,9207,4293,15727,3582,2369
2025-01-03T00:48:02.500919,83,61,191584,27890,23980,3854,10961,16447,3146,2988
2025-01-03T00:48:03.501648,91,60,18324,73487,9728,5712,14082,15778,13704,2891
2025-01-03T00:48:04.502579,66,51,212377,145067,14305,6199,6493,7129,2080,438
2025-01-03T00:48:05.502881,60,53,91407,92200,25550,26451,14216,18577,6244,880
2025-01-03T00:48:06.503486,60,54,14253,21033,19081,11615,10947,16235,7121,4789
2025-01-03T00:48:07.504075,53,69,10368,39079,16473,47766,14351,9947,5763,2365
2025-01-03T00:48:08.504186,70,67,43522,52017,4524,3747,13867,16140,2730,1744
2025-01-03T00:48:09.504226,61,63,167983,37763,9095,2295,5233,2746,1935,310
2025-01-03T00:48:10.505008,57,61,43814,27746,20661,15771,26729,14293,10350,5591
2025-01-03T00:48:11.505569,54,43,1117839,445577,34985,25623,90956,35558,12330,9198
2025-01-03T00:48:12.506389,50,54,703625,25932,9379,7188,10710,6545,1523,1107
2025-01-03T00:48:13.507307,48,60,247079,22985,7626,5129,2225,1738,1334,375
2025-01-03T00:48:14.507426,53,57,30872,28861,22476,3351,11322,19760,3921,4624
2025-01-03T00:48:15.507924,61,70,8932,23683,6638,24480,17203,9258,11461,2320
2025-01-03T00:48:16.508170,60,74,337719,106741,68655,14171,40194,23521,14805,5188
2025-01-03T00:48:17.508861,70,74,33188,89734,45892,4224,9343,24137,6187,2087
2025-01-03T00:48:18.509495,48,67,16763,16330,2911,1183,1932,617,224,235
2025-01-03T00:48:19.509756,48,66,6708,23099,7508,19136,19258,9868,4548,2365
2025-01-03T00:48:20.510487,48,61,9443,55253,16023,9454,17154,9594,8083,1906
2025-01-03T00:48:21.510733,57,57,18828,11778,1126,9044,17963,9147,7664,2170
2025-01-03T00:48:22.511148,91,60,15665,4375,2456,8461,14405,15397,9574,9024
2025-01-03T00:48:23.511680,100,63,20951,10462,23776,10406,13716,27460,6775,5661
2025-01-03T00:48:24.511751,91,64,115274,38873,4432,13311,5587,2721,3734,355
2025-01-03T00:48:25.512010,84,66,30949,40642,5589,13551,9746,14826,4677,2197
2025-01-03T00:48:26.512129,64,77,21923,21341,35012,6042,8777,7673,3499,1448
2025-01-03T00:48:27.512698,54,63,133937,87114,7782,8409,12600,23630,5700,3737
2025-01-03T00:48:28.513133,56,75,18996,16441,38103,22403,13192,4435,5256,3223
2025-01-03T00:48:29.514083,50,78,14053,47972,18433,11309,6681,9423,8116,3083
2025-01-03T00:48:30.514474,47,66,22985,46650,8932,17018,45749,6603,17751,1013
2025-01-03T00:48:31.515019,40,84,5217,13731,33624,5867,9380,5805,3255,1132
2025-01-03T00:48:32.515719,50,66,653389,53102,4334,10651,23796,12933,5780,1240
2025-01-03T00:48:33.516388,53,56,33922,62685,7214,5003,8360,14229,7085,2810
2025-01-03T00:48:34.516522,56,67,9395,31888,24500,35184,17918,11023,7930,3824
2025-01-03T00:48:35.516596,56,60,25636,52752,25749,13583,12390,9452,9835,3207
2025-01-03T00:48:36.517234,63,69,17323,12272,5987,16609,18101,13693,5428,1447
2025-01-03T00:48:37.518012,63,80,81090,22887,11367,8248,5416,7146,3987,1082
2025-01-03T00:48:38.518380,70,75,16783,5191,2553,4187,4029,3117,3645,1887
2025-01-03T00:48:39.518551,83,74,30470,28963,16788,7174,8540,18921,4093,852
2025-01-03T00:48:40.519326,74,74,19740,36082,5693,24295,6344,10773,11240,4133
2025-01-03T00:48:41.519347,69,60,7938,102190,1719,11047,7870,12275,9404,2861
2025-01-03T00:48:42.520144,57,64,13060,38541,37040,12502,8442,6665,9408,2311
2025-01-03T00:48:43.521068,50,74,10209,7714,44463,15619,26563,11500,9147,4469
2025-01-03T00:48:44.521132,38,70,457331,174817,48408,31078,18578,11099,8461,4879
2025-01-03T00:48:45.521753,41,81,32810,72126,30092,9032,21238,17456,14477,6274
2025-01-03T00:48:46.522342,38,64,929761,179416,4825,18618,13100,11387,3191,2438
2025-01-03T00:48:47.523147,41,64,30337,4060,23744,32206,19199,13642,4790,1283
2025-01-03T00:48:48.523884,60,56,9852,40456,402,8083,7815,13439,6766,2805
2025-01-03T00:48:49.524803,69,57,9312,16016,10714,14041,25943,17957,7243,3176
2025-01-03T00:48:50.525062,97,67,4377,5151,25969,13374,37193,63019,5262,2561
2025-01-03T00:48:51.525180,97,60,264336,6031,6283,1909,5237,4055,1447,222
2025-01-03T00:48:52.525993,83,67,162675,144786,25617,47769,18828,16144,10026,6085
2025-01-03T00:48:53.526730,81,74,17365,12657,4521,37993,17207,25702,9004,2094
2025-01-03T00:48:54.527154,53,77,85493,153914,58054,24226,4443,13967,9113,2461
2025-01-03T00:48:55.528013,37,70,1777629,349276,82792,41675,33622,18951,8851,4306
2025-01-03T00:48:56.528633,48,67,35606,42308,6562,10708,10806,18047,3663,2548
2025-01-03T00:48:57.528801,43,70,31000,14982,15102,18765,5721,11408,3748,1891
2025-01-03T00:48:58.529738,40,63,163377,67064,9889,3476,3095,3321,1405,728
2025-01-03T00:48:59.530204,57,69,60196,23104,29166,18269,14674,20980,8366,3637
2025-01-03T00:49:00.530803,48,81,6015,21375,11329,33012,16463,6975,4789,5057
2025-01-03T00:49:01.531402,51,75,70350,12223,13095,10702,15366,13632,2900,1502
2025-01-03T00:49:02.532331,69,78,49862,69225,14000,16421,12761,33002,10518,3258
2025-01-03T00:49:03.532437,67,70,134612,8818,6747,915,7239,4363,918,584
2025-01-03T00:49:04.533025,78,66,11656,18900,9671,15435,14375,13495,7323,2084
2025-01-03T00:49:05.533344,77,66,26605,6567,10325,8047,18803,9104,2512,2640
2025-01-03T00:49:06.534178,77,75,337163,41232,40428,13903,21869,31553,9937,2695
2025-01-03T00:49:07.534988,77,80,16486,25996,25992,17333,7631,17251,9078,4664
2025-01-03T00:49:08.535318,81,78,397824,18788,9812,12625,5720,21253,5191,8389
2025-01-03T00:49:09.536139,66,60,419657,298222,6914,14047,30454,21474,6975,3421
2025-01-03T00:49:10.537079,57,51,44740,59119,13226,4962,10096,10438,3224,2513
2025-01-03T00:49:11.537168,61,48,18730,27228,11486,28144,12437,22471,7229,2789
2025-01-03T00:49:12.537330,41,48,80173,77565,34323,11823,13985,6864,3784,2262
2025-01-03T00:49:13.537567,50,57,922934,60434,13744,6556,27905,13213,4287,1326
2025-01-03T00:49:14.537828,51,57,694474,33650,2572,8604,3431,7865,2043,1065
2025-01-03T00:49:15.538278,40,48,383524,57712,10686,5513,19421,5879,4633,2808
2025-01-03T00:49:16.538543,44,50,151247,17718,7504,3962,1675,3074,2421,1688
2025-01-03T00:49:17.538623,48,57,13945,6483,2839,3472,1950,3047,1958,735
2025-01-03T00:49:18.539032,50,67,25463,6367,13850,15060,19549,8472,7528,3056
2025-01-03T00:49:19.539721,61,80,26708,33268,16072,35384,9334,22098,3409,2921
2025-01-03T00:49:20.540631,64,87,34715,7448,30991,18730,24232,10825,9452,3304
2025-01-03T00:49:21.540957,54,78,119958,34200,3735,4812,7142,2648,1521,570
2025-01-03T00:49:22.541401,47,80,51243,23830,21743,13580,8346,6207,6150,2288
2025-01-03T00:49:23.541646,44,77,165383,52943,27220,18946,16394,21763,10326,3543
2025-01-03T00:49:24.541820,41,66,41891,83427,28580,9393,8773,13260,5466,3512
2025-01-03T00:49:25.542272,53,77,99640,12306,5033,8762,4211,5881,2144,855
2025-01-03T00:49:26.542868,63,63,12810,31424,7515,8671,27654,17388,4772,1634
2025-01-03T00:49:27.543298,66,69,4888,16573,14467,27946,7395,16065,4360,1583
2025-01-03T00:49:28.544173,64,64,142395,19459,882,4256,5667,2601,658,828
2025-01-03T00:49:29.544366,63,69,22452,12845,5026,43045,14642,11119,7893,1825
2025-01-03T00:49:30.545054,44,77,220758,155220,67978,20060,7075,11911,8658,2542
2025-01-03T00:49:31.545438,38,69,18783,46692,11491,20413,6466,9705,2779,976
2025-01-03T00:49:32.545738,37,69,178159,51376,2303,10876,12516,4595,1547,1474
2025-01-03T00:49:33.546313,23,63,1804443,106147,18754,63914,36295,7436,3432,3902
2025-01-03T00:49:34.547081,30,61,1141637,30394,10478,7906,11440,5809,1959,732
2025-01-03T00:49:35.547947,27,48,100680,27388,368,2888,4195,2559,2769,409
2025-01-03T00:49:36.548505,41,60,344811,19368,13503,38908,25163,24819,2525,2551
2025-01-03T00:49:37.548693,53,60,4685,17832,3105,16618,9702,6150,5838,3254
2025-01-03T00:49:38.549391,56,57,11260,18403,2004,10478,9751,7065,9637,2086
2025-01-03T00:49:39.549820,61,77,24477,22357,20020,22250,10252,8685,5021,2193
2025-01-03T00:49:40.550518,67,70,6429,13886,6103,7775,11335,19355,5837,4311
2025-01-03T00:49:41.550600,83,63,40403,8671,1068,6808,12155,19317,5619,1756
2025-01-03T00:49:42.551246,77,64,10352,54624,36475,25255,71645,9863,6879,3500
2025-01-03T00:49:43.551476,87,56,54960,21621,16637,883,14881,17916,7339,6980
2025-01-03T00:49:44.551783,77,67,8635,21533,32458,32224,2496,18469,2055,3867
2025-01-03T00:49:45.552595,56,80,16702,30711,22510,13571,8714,7554,7068,896
2025-01-03T00:49:46.552960,61,84,26807,55100,18223,81418,32918,20704,8118,4679
2025-01-03T00:49:47.553724,41,88,388085,44144,14961,8736,2670,3285,818,1185
2025-01-03T00:49:48.554628,44,81,10631,7676,20486,7745,20527,12416,3825,4036
2025-01-03T00:49:49.554959,56,75,12495,18383,4861,9922,13097,14341,2417,2193
2025-01-03T00:49:50.555569,54,66,1050021,365701,107178,33282,10495,53309,14461,6802
2025-01-03T00:49:51.555774,63,66,117449,15386,7159,3709,5425,3220,618,347
2025-01-03T00:49:52.556320,43,60,172601,12086,2816,1740,1314,520,518,218
2025-01-03T00:49:53.556669,35,66,48968,24966,5518,27066,12344,9735,8371,2673
2025-01-03T00:49:54.557408,38,69,455677,187782,117961,18572,23116,53127,12242,1529
2025-01-03T00:49:55.557770,29,67,1717481,196558,41556,34123,18004,12449,8026,5956
2025-01-03T00:49:56.558443,43,64,568765,84379,19113,14229,34396,16020,2953,7926
2025-01-03T00:49:57.559139,41,63,7633,44218,9963,24387,5305,11659,6897,1553
2025-01-03T00:49:58.559862,35,54,689721,369982,44715,32485,22005,32075,14498,6859
2025-01-03T00:49:59.560163,41,63,60805,23318,12329,18703,5972,5158,2666,1949
2025-01-03T00:50:00.560415,34,67,1293331,79812,29729,13796,8006,7080,7228,3341
2025-01-03T00:50:01.560573,29,60,335265,38198,6249,2583,5814,4864,2608,1406
2025-01-03T00:50:02.561061,41,67,17732,20822,9001,9880,7262,12501,5209,6685
2025-01-03T00:50:03.561657,47,56,66525,120699,30311,9712,20478,22500,13512,5618
2025-01-03T00:50:04.562125,60,60,38162,27235,10608,29530,13710,18250,8441,4060
2025-01-03T00:50:05.563020,53,54,310574,104447,10806,6805,19851,6366,3638,1147
2025-01-03T00:50:06.563661,34,53,299815,136121,23889,33940,6913,5944,7469,3275
2025-01-03T00:50:07.563814,20,47,2119658,557304,49119,13942,39117,19598,12368,11913
2025-01-03T00:50:08.564203,11,43,171489,169970,79454,14671,18735,26208,24050,6737
2025-01-03T00:50:09.564414,11,53,109438,49242,20873,4378,3469,4535,3078,506
2025-01-03T00:50:10.564744,14,48,358566,144753,15476,18769,25068,7570,5935,3057
2025-01-03T00:50:11.565528,17,61,180225,15596,4900,3849,1712,911,618,250
2025-01-03T00:50:12.566212,26,63,4588,32481,17692,18805,13536,18273,7402,2528
2025-01-03T00:50:13.566706,38,64,24491,24397,12814,10448,8385,12127,21332,4424
2025-01-03T00:50:14.566707,50,69,106940,79290,17738,20854,8835,16716,17835,8567
2025-01-03T00:50:15.566970,53,75,596808,68443,41239,27779,12139,8507,8367,2353
2025-01-03T00:50:16.567413,38,66,400250,165139,31293,13146,7265,9250,5820,2106
2025-01-03T00:50:17.567632,40,56,13084,33320,4943,3187,14542,12833,9456,2716
2025-01-03T00:50:18.567844,44,60,17330,23669,21783,6307,5219,12848,5225,1414
2025-01-03T00:50:19.567926,53,47,116757,19695,2569,2870,7969,4436,819,717
2025-01-03T00:50:20.568257,64,54,9128,20177,20004,5354,9973,8020,5621,4821
2025-01-03T00:50:21.568309,61,66,32660,27869,12865,13589,13109,10509,4047,3342
2025-01-03T00:50:22.568938,48,60,128329,53964,14654,6629,6565,4100,1225,1245
2025-01-03T00:50:23.569177,47,54,121462,22581,1476,874,1781,3583,772,506
2025-01-03T00:50:24.569572,54,50,14327,20391,9711,7729,13348,16375,3417,7275
2025-01-03T00:50:25.570417,48,47,85427,87408,8539,26395,12432,11532,3191,3051
2025-01-03T00:50:26.570667,57,53,12663,28302,5290,30612,9588,11502,4360,3529
2025-01-03T00:50:27.571563,60,57,252184,23059,2072,2654,4163,4579,875,386
2025-01-03T00:50:28.571587,50,60,287523,71173,23945,21057,14408,20049,18558,5236
2025-01-03T00:50:29.571926,44,57,232640,54660,11485,4022,6016,3720,3298,1742
2025-01-03T00:50:30.572195,51,50,372307,40199,11374,4536,5888,18518,8151,2702
2025-01-03T00:50:31.573088,38,57,171216,30846,13778,1051,1829,1676,1362,718
2025-01-03T00:50:32.573156,41,57,140954,22087,9079,7269,4742,8532,6615,3266
2025-01-03T00:50:33.573768,57,56,72700,77933,1607,26812,8472,40143,5169,2967
2025-01-03T00:50:34.574201,60,60,27509,50867,23906,5153,10900,32415,20417,7474
2025-01-03T00:50:35.574756,83,61,723151,14600,10152,17644,12823,23822,8094,2683
2025-01-03T00:50:36.575630,78,54,90033,108571,25516,8081,24865,16534,5360,4896
2025-01-03T00:50:37.576302,66,48,75054,161782,11232,6022,5169,17234,1741,2103
2025-01-03T00:50:38.577124,48,37,258917,301863,19840,5673,11828,17973,33079,3883
2025-01-03T00:50:39.577974,50,34,47865,17519,6570,16257,12379,27656,18621,4934
2025-01-03T00:50:40.578874,41,38,519834,244148,88957,18424,7885,14692,27057,14949
2025-01-03T00:50:41.579393,50,50,88384,11004,5355,5113,7239,5213,10250,4440
2025-01-03T00:50:42.580296,64,56,231131,131071,1944,25327,8580,51872,32848,10522
2025-01-03T00:50:43.580733,44,38,499148,500450,3909,21504,39329,38616,16673,14002
2025-01-03T00:50:44.581460,61,38,6244,49195,9311,17397,5186,25446,13899,4557
2025-01-03T00:50:45.581597,67,35,18639,32375,14167,10482,15451,30155,10414,3797
2025-01-03T00:50:46.582471,74,47,8643,35510,28069,31399,12621,50843,3356,5444
2025-01-03T00:50:47.583021,81,75,8680,9805,17724,16025,10770,7532,15173,4171
2025-01-03T00:50:48.583386,61,81,529385,138881,75452,48983,10578,9111,7937,5483
2025-01-03T00:50:49.583875,40,83,307623,90520,29120,17258,11965,5698,10139,6052
2025-01-03T00:50:50.584588,23,87,1347639,66137,43454,21116,10915,11741,7438,6650
2025-01-03T00:50:51.585391,26,69,110032,12222,2098,996,1529,4531,1467,2248
2025-01-03T00:50:52.585469,43,63,8788,65124,31769,11870,18248,20514,8010,4368
2025-01-03T00:50:53.585984,56,74,54265,20577,45355,18320,14464,15784,8295,1845
2025-01-03T00:50:54.586532,70,66,18247,16986,11360,6987,18891,17945,10367,6045
2025-01-03T00:50:55.587475,66,75,687172,48349,11466,26321,13746,11873,36601,4326
2025-01-03T00:50:56.587862,74,80,24330,11126,14625,22697,17572,21480,7843,6459
2025-01-03T00:50:57.588803,66,75,1788364,76440,47189,20034,11496,12113,10026,3364
2025-01-03T00:50:58.589563,60,77,593402,35307,14390,6207,2732,13496,6960,2554
2025-01-03T00:50:59.590418,66,77,13059,16484,8076,51873,89130,23928,6933,1771
2025-01-03T00:51:00.590427,53,70,34814,54353,22218,17987,20108,9149,8532,1905
2025-01-03T00:51:01.591068,57,69,310509,73642,13366,44526,14038,19503,13284,6004
2025-01-03T00:51:02.591234,60,74,16755,22591,23907,18764,18637,19268,3487,2304
2025-01-03T00:51:03.591716,61,67,56135,49275,9846,12487,6386,28658,9623,1360
2025-01-03T00:51:04.592138,77,61,17989,23167,10406,2547,18031,17688,3429,1632
2025-01-03T00:51:05.592317,78,51,162592,100562,17287,5339,25488,21726,5722,3446
2025-01-03T00:51:06.593198,64,50,676982,141101,80095,12686,13224,15394,7841,2112
2025-01-03T00:51:07.594144,50,40,119829,129767,6399,6273,4408,10937,4228,3290
2025-01-03T00:51:08.594683,35,30,780323,116176,8294,2507,9169,11813,11461,4655
2025-01-03T00:51:09.595432,34,44,15534,26165,28427,11413,14633,9237,8873,1661
2025-01-03T00:51:10.596230,47,40,43105,48114,17771,3262,12937,18455,12521,2035
2025-01-03T00:51:11.596618,48,53,1316964,38426,13870,12026,8096,6107,4061,2591
2025-01-03T00:51:12.597025,54,70,23439,50052,24194,29089,15995,23469,10322,7784
2025-01-03T00:51:13.597973,57,70,10121,11560,6423,9332,5802,5261,10670,11030
2025-01-03T00:51:14.598471,61,74,20734,23706,10503,5717,9950,15543,10930,3324
2025-01-03T00:51:15.598951,74,78,40844,7709,20308,19837,20791,13302,13173,5769
2025-01-03T00:51:16.599691,61,69,109879,28703,4508,3990,5925,2077,1769,1905
2025-01-03T00:51:17.599842,53,61,162924,140388,1702,45504,29507,14918,6230,5135
2025-01-03T00:51:18.600761,26,48,207664,307681,12699,8893,14140,5947,6441,2182
2025-01-03T00:51:19.601337,17,37,403180,41078,5353,5080,3966,5752,1354,905
2025-01-03T00:51:20.602066,23,40,200357,35200,8462,9096,5562,5348,5297,1352
2025-01-03T00:51:21.602839,21,34,227186,17907,2012,735,2948,1450,1361,868
2025-01-03T00:51:22.603063,43,38,41433,52626,2870,4513,4524,13339,13778,2354
2025-01-03T00:51:23.603958,48,40,10489,62919,14810,15514,16560,21637,6006,4471
2025-01-03T00:51:24.604761,51,41,28334,53489,16482,14804,6207,11708,5804,3965
2025-01-03T00:51:25.605579,57,61,9702,22654,21648,23744,6516,9367,6299,2505
2025-01-03T00:51:26.605696,43,67,235605,179448,43973,16580,52885,9293,6637,7236
2025-01-03T00:51:27.605941,38,67,35189,41293,14171,5868,21349,7727,5191,3541
2025-01-03T00:51:28.606843,48,63,66509,24479,12361,3573,10871,18367,16351,7551
2025-01-03T00:51:29.607477,41,47,1619658,486167,47302,40776,24694,34498,15730,25471
2025-01-03T00:51:30.608214,53,43,167575,224945,51777,7606,27439,45097,20502,5943
2025-01-03T00:51:31.609169,51,38,154223,349880,27713,29828,13142,39290,43604,10981
2025-01-03T00:51:32.609425,44,41,683219,63931,23585,14073,11020,24960,20204,10275
2025-01-03T00:51:33.609472,53,44,320806,24980,3405,5121,6038,5196,4090,1202
2025-01-03T00:51:34.609565,63,48,80482,24113,10330,10238,30775,24480,5298,4966
2025-01-03T00:51:35.609887,67,56,60331,112919,45971,18155,19389,28523,9057,4642
2025-01-03T00:51:36.610435,66,51,173179,70490,9355,8442,11119,15691,9590,1737
2025-01-03T00:51:37.610813,66,50,29912,46703,20165,5140,29748,15270,14962,6673
2025-01-03T00:51:38.610969,61,50,560994,76524,24319,9769,3554,9684,11078,2016
2025-01-03T00:51:39.611239,57,50,88624,24887,1380,5148,1919,3959,2183,552
2025-01-03T00:51:40.611836,60,41,25295,23367,2767,1913,14865,16035,17630,5294
2025-01-03T00:51:41.611886,48,48,80559,207410,149296,11340,9794,19390,14062,5907
2025-01-03T00:51:42.612436,47,40,141072,157215,5985,17595,17277,13820,9996,2304
2025-01-03T00:51:43.613309,61,48,25358,15410,22987,3579,8200,29763,11540,2431
2025-01-03T00:51:44.613667,60,64,21100,15733,31175,12043,7983,30039,11164,1251
2025-01-03T00:51:45.614459,74,64,125275,30203,27607,12361,16176,16641,14197,5013
2025-01-03T00:51:46.615374,81,77,325285,59004,22070,24386,22537,21106,4272,3118
2025-01-03T00:51:47.615456,75,80,34969,14681,16109,21034,18250,15717,3947,6769
2025-01-03T00:51:48.616405,75,77,18409,15650,1361,15313,3676,14018,3024,2312
