Timestamp,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2025-01-03T00:28:26.008890,51,43,123672,38130,28696,15183,10657,14019,2547,1071
2025-01-03T00:28:27.009327,48,47,675960,64137,28076,10599,11977,5406,1770,690
2025-01-03T00:28:28.009442,51,64,324925,59525,24864,9429,11897,9729,2070,714
2025-01-03T00:28:29.009503,27,61,1021047,103055,10147,4351,4525,2731,3662,2408
2025-01-03T00:28:30.010110,24,57,2811691,212949,134464,40622,96581,42815,14826,10553
2025-01-03T00:28:31.010245,26,51,230234,13943,3472,1091,2417,1145,438,213
2025-01-03T00:28:32.010426,30,40,665020,70107,3773,9970,11189,15431,2944,1826
2025-01-03T00:28:33.010665,44,53,977849,52673,61971,3236,63410,11182,9999,3961
2025-01-03T00:28:34.011378,48,47,113071,12476,5421,1910,13609,3495,4762,1410
2025-01-03T00:28:35.012169,40,44,58814,330828,69785,6853,18562,8594,2704,841
2025-01-03T00:28:36.013090,27,56,1051913,116764,62590,16093,26902,9571,3168,2151
2025-01-03T00:28:37.013575,21,51,2630698,209874,52663,27712,26967,12539,6518,1799
2025-01-03T00:28:38.014084,14,56,527201,84257,37524,9249,17944,12262,3270,2494
2025-01-03T00:28:39.014430,29,66,1608462,187627,114411,35220,30729,36260,7775,5022
2025-01-03T00:28:40.015299,50,63,752139,5168,1184,2580,1764,3976,2198,255
2025-01-03T00:28:41.016131,53,66,2505757,111993,12342,43701,17612,11282,4804,2842
2025-01-03T00:28:42.016525,56,64,157061,27140,9097,3908,2865,5146,744,468
2025-01-03T00:28:43.017237,44,57,1627408,1360006,245010,191899,66921,50298,8499,5147
2025-01-03T00:28:44.017956,34,51,250311,77495,10943,6400,10435,12758,4033,1990
2025-01-03T00:28:45.018450,30,53,127732,13224,5475,2832,3406,1185,690,466
2025-01-03T00:28:46.018578,30,56,176648,69097,17941,21165,7332,12646,1644,1419
2025-01-03T00:28:47.018954,47,47,499339,195624,10436,17470,15314,32346,8847,3110
2025-01-03T00:28:48.019622,44,48,2214845,297123,35843,42133,49312,41750,38322,8894
2025-01-03T00:28:49.020497,50,50,151104,44681,30280,7638,13177,8878,2682,2216
2025-01-03T00:28:50.021311,53,44,284221,47761,13527,6695,9052,11314,7946,11946
2025-01-03T00:28:51.021992,44,64,932072,286076,295070,43939,43702,32797,8932,6884
2025-01-03T00:28:52.022795,48,66,243148,18559,3901,2607,3232,4424,1679,545
2025-01-03T00:28:53.023728,41,64,111200,55978,19322,9300,10750,4073,1534,605
2025-01-03T00:28:54.023847,35,64,454526,118414,25016,15726,8251,12310,4033,1505
2025-01-03T00:28:55.024162,30,60,1192064,87740,44243,18395,8716,6184,2329,2777
2025-01-03T00:28:56.024438,14,56,143977,127431,4513,22943,21431,4949,4160,1798
2025-01-03T00:28:57.025209,14,44,1378098,1075247,65938,65279,74851,57981,26061,10411
2025-01-03T00:28:58.026128,7,41,3159467,564382,101982,24735,23225,19270,4876,4043
2025-01-03T00:28:59.026890,11,40,172069,91684,59615,3896,3592,11140,2217,2461
2025-01-03T00:29:00.026941,24,50,698428,16720,6558,5660,4364,4083,990,386
2025-01-03T00:29:01.027576,40,63,458054,33102,14747,4231,4140,11278,4013,659
2025-01-03T00:29:02.027580,54,66,395147,60681,17381,7176,11583,12508,1697,1861
2025-01-03T00:29:03.028179,40,54,247668,39132,3609,3775,1995,694,715,150
2025-01-03T00:29:04.028522,38,51,94574,15098,3632,2891,1761,2313,471,242
2025-01-03T00:29:05.029182,20,47,304188,110433,20678,14321,7513,4211,3125,760
2025-01-03T00:29:06.029838,14,43,55180,26581,5736,946,1665,3172,772,185
2025-01-03T00:29:07.030097,40,61,293891,69290,83504,49829,16242,39431,9495,2469
2025-01-03T00:29:08.030939,37,70,1038568,25429,29142,5961,6682,5505,4309,1658
2025-01-03T00:29:09.031267,48,70,1566399,430744,51966,47614,58031,56683,14020,3642
2025-01-03T00:29:10.031900,40,63,247878,53614,25848,5611,11635,6262,1670,1412
2025-01-03T00:29:11.032312,38,53,296347,67974,17956,8875,3919,7415,4580,1513
2025-01-03T00:29:12.032366,34,50,175381,64021,11849,4233,4578,4434,4671,904
2025-01-03T00:29:13.032998,29,47,105952,77851,6623,4958,9148,5162,4775,1384
2025-01-03T00:29:14.033792,17,34,201932,329821,29891,7817,13538,9126,1343,1055
2025-01-03T00:29:15.034251,14,27,484985,327735,32537,35826,3690,24395,10994,5121
2025-01-03T00:29:16.034546,20,37,458882,72678,34398,15440,8817,11607,3332,463
2025-01-03T00:29:17.035313,43,48,15631,25431,12428,26527,20807,52465,7202,5459
2025-01-03T00:29:18.036121,48,54,525519,136979,31582,6320,11107,6890,2803,2863
2025-01-03T00:29:19.037053,56,57,491208,82310,24483,4080,10289,17573,718,616
2025-01-03T00:29:20.038008,67,61,1452219,89039,82005,66472,48527,62283,17942,5475
2025-01-03T00:29:21.038251,47,67,220009,7348,5761,1244,990,1061,442,198
2025-01-03T00:29:22.039058,43,69,244356,113519,31903,9700,8341,4779,2939,1495
2025-01-03T00:29:23.039838,26,56,1058818,487030,31969,5254,8876,13882,16416,2804
2025-01-03T00:29:24.040291,10,51,108824,63381,25507,8034,6750,4213,2716,1330
2025-01-03T00:29:25.040410,1,38,545145,84175,10570,5257,2507,3187,1547,542
2025-01-03T00:29:26.041055,16,40,55301,13214,4608,2030,1545,2844,809,436
2025-01-03T00:29:27.041835,26,53,78507,27464,5500,3794,2032,2742,647,783
2025-01-03T00:29:28.042465,20,44,93442,167561,23666,9635,14310,5421,3002,932
2025-01-03T00:29:29.043013,27,48,139851,16012,1931,3026,2872,1582,788,78
2025-01-03T00:29:30.043908,14,51,349343,82543,30220,26588,10961,4867,1569,988
2025-01-03T00:29:31.044673,10,50,280534,11685,2046,1596,964,624,235,68
2025-01-03T00:29:32.045424,20,53,174911,118166,17562,20030,6522,11729,3988,2155
2025-01-03T00:29:33.046069,23,54,127930,103920,20705,12022,19594,16982,13657,5275
2025-01-03T00:29:34.046980,27,40,1097789,379793,27593,24128,42204,22941,8993,16005
2025-01-03T00:29:35.047629,34,44,1196039,50152,17016,15296,5260,5938,3929,1857
2025-01-03T00:29:36.048198,37,37,193498,97324,6690,9126,13975,12885,4005,1394
2025-01-03T00:29:37.048799,35,34,1734147,293251,30291,22956,23952,32061,10702,6016
2025-01-03T00:29:38.048960,41,40,752355,47174,11983,2839,6681,6671,772,986
2025-01-03T00:29:39.049392,53,53,7921,10368,34498,24120,7438,15772,8826,3534
2025-01-03T00:29:40.049946,41,50,260738,250136,10737,16048,8942,8954,5033,583
2025-01-03T00:29:41.050595,37,57,690186,252203,88939,18425,12826,23068,13595,6591
2025-01-03T00:29:42.051077,24,51,468480,63175,675,8378,6041,2059,691,406
2025-01-03T00:29:43.051191,17,29,739580,158159,26276,7962,21290,17125,14903,5850
2025-01-03T00:29:44.051553,20,27,290618,61711,3236,3117,2077,2851,762,227
2025-01-03T00:29:45.051749,10,14,327412,133541,4817,9851,4449,3322,1246,903
2025-01-03T00:29:46.052454,16,10,43769,21804,518,1280,2759,1532,637,386
2025-01-03T00:29:47.052974,21,17,100251,37146,12574,9756,5349,8315,2836,1103
2025-01-03T00:29:48.053439,38,24,395091,99097,12535,12078,39557,33471,24020,7396
2025-01-03T00:29:49.053693,53,41,99349,6754,4329,2738,2439,1522,589,343
2025-01-03T00:29:50.054561,48,50,1038478,70985,8987,4266,3315,3549,1373,1137
2025-01-03T00:29:51.055080,37,54,494610,17440,10460,7144,8263,1510,1762,426
2025-01-03T00:29:52.056018,17,44,1013231,335264,15848,4653,6162,14052,6423,2592
2025-01-03T00:29:53.056849,20,30,38114,14590,2331,719,1288,2402,782,227
2025-01-03T00:29:54.057605,26,40,440958,51509,16957,9867,18963,6366,2701,2803
2025-01-03T00:29:55.058304,38,41,35561,5274,4563,1148,775,1368,365,489
2025-01-03T00:29:56.059237,41,54,589875,582439,78150,71224,21820,42309,9286,12723
2025-01-03T00:29:57.059583,35,74,1137702,227359,177455,89900,23263,35324,17412,19832
2025-01-03T00:29:58.059995,34,74,756046,98476,27321,14265,8755,9297,2371,1935
2025-01-03T00:29:59.060374,44,60,42883,57726,5061,16654,9896,30764,5469,7212
2025-01-03T00:30:00.060454,37,48,176679,92701,4891,1862,2879,2433,1145,171
2025-01-03T00:30:01.060637,30,41,1119133,280838,142710,25126,12793,15897,12194,3124
2025-01-03T00:30:02.061144,40,44,1147700,27787,16772,8370,8298,9124,2771,804
2025-01-03T00:30:03.062053,27,61,299905,39090,36765,21905,5935,10839,2116,1547
2025-01-03T00:30:04.062399,40,80,322511,14220,6073,853,1900,1719,940,624
2025-01-03T00:30:05.063145,51,70,87224,16622,3160,1755,2099,3016,1163,67
2025-01-03T00:30:06.064075,35,61,111227,150350,9264,25631,17193,5299,3244,620
2025-01-03T00:30:07.064726,24,54,238796,11675,5073,2523,959,832,376,254
2025-01-03T00:30:08.065061,35,56,963514,160737,100044,52335,65250,69157,11359,18958
2025-01-03T00:30:09.065974,35,56,298866,45931,2530,2460,1984,1224,470,244
2025-01-03T00:30:10.066579,24,57,150894,24385,2701,4728,1375,1583,1161,183
2025-01-03T00:30:11.066843,37,64,279812,50692,14977,10991,8472,7366,4800,771
2025-01-03T00:30:12.067758,41,57,79393,154353,46641,8758,15354,15341,3418,2148
2025-01-03T00:30:13.068551,26,53,650077,73075,8812,13790,5271,3651,1190,458
2025-01-03T00:30:14.069507,40,51,255901,145489,32526,21520,35759,45690,14557,6663
2025-01-03T00:30:15.069855,34,37,264210,130776,2649,10017,10164,6454,4760,526
2025-01-03T00:30:16.070800,27,23,233357,52319,2508,3097,2255,2941,1113,307
2025-01-03T00:30:17.071582,38,24,219330,189841,51282,34716,63578,32656,6622,2951
2025-01-03T00:30:18.071633,30,24,133623,156616,34453,20449,41695,20763,2862,2951
2025-01-03T00:30:19.072444,30,24,362079,16349,6004,2516,1982,2133,461,418
2025-01-03T00:30:20.072943,35,43,71494,10527,3199,4369,2232,1141,500,120
2025-01-03T00:30:21.073070,44,51,156759,65167,6006,8380,4188,11371,3276,629
2025-01-03T00:30:22.073996,29,51,470157,198543,38619,18668,7501,6171,1462,1557
2025-01-03T00:30:23.074085,21,47,80288,98091,1308,16178,6492,4870,1522,1577
2025-01-03T00:30:24.074699,27,35,160541,214647,43681,8527,34273,44693,7350,3941
2025-01-03T00:30:25.074837,14,43,242647,94404,30692,10937,3290,4613,2846,1508
2025-01-03T00:30:26.075747,17,48,235091,89878,19590,22417,1315,4876,4280,1111
2025-01-03T00:30:27.076192,29,56,160308,29620,8326,18248,26747,7048,5292,2512
2025-01-03T00:30:28.076994,14,50,576082,406531,19965,12149,12012,14185,2566,1888
2025-01-03T00:30:29.077021,34,53,1119869,86141,12952,106383,69336,47254,9987,23088
2025-01-03T00:30:30.077913,34,53,354486,15564,3369,3242,947,1327,445,294
2025-01-03T00:30:31.078692,37,53,196283,50076,18048,11501,3965,4335,8133,1891
2025-01-03T00:30:32.079091,30,54,120824,79731,46262,5310,12473,9936,3755,1098
2025-01-03T00:30:33.079642,35,69,63919,132562,42405,9643,13869,7941,1985,2173
2025-01-03T00:30:34.079645,21,69,1740496,298599,80840,126390,58299,28329,12628,5738
2025-01-03T00:30:35.079833,17,64,274210,100270,26879,9383,10982,6060,3350,799
2025-01-03T00:30:36.079913,20,56,1193104,36012,5978,6064,5734,3919,980,692
2025-01-03T00:30:37.080778,30,69,152330,15037,10760,32879,13483,8639,2996,2258
2025-01-03T00:30:38.081065,30,64,552719,80704,25626,6958,11217,6310,1377,632
2025-01-03T00:30:39.081639,35,74,97077,8490,4922,1904,785,870,213,284
2025-01-03T00:30:40.082042,27,57,169188,118150,6502,2395,11491,6025,1719,2030
2025-01-03T00:30:41.082989,26,43,1180460,313327,70072,30712,50375,48776,9645,3496
2025-01-03T00:30:42.083342,34,27,765981,239708,15502,8425,23466,40076,16932,4033
2025-01-03T00:30:43.083516,34,26,2916077,103510,27613,47420,26801,7691,4777,3004
2025-01-03T00:30:44.083567,38,34,277922,87952,11279,1818,12275,7681,4698,681
2025-01-03T00:30:45.083868,44,43,188115,34066,44457,12244,20026,19613,13034,8114
2025-01-03T00:30:46.084672,34,43,1225258,767362,21172,41114,65541,30848,6282,10446
2025-01-03T00:30:47.084980,40,48,661067,111891,37526,157989,78444,31334,19583,6562
2025-01-03T00:30:48.085325,40,54,961642,47950,7679,6048,5410,4688,951,789
2025-01-03T00:30:49.086058,26,51,151012,138606,57755,19377,13724,10388,2617,2110
2025-01-03T00:30:50.086829,29,67,2085023,167979,40622,31342,5468,14428,4124,2548
2025-01-03T00:30:51.087538,23,51,225649,127714,18756,9609,17641,8088,3643,1468
2025-01-03T00:30:52.087947,34,51,173132,233183,77188,25685,90350,74471,13691,2832
2025-01-03T00:30:53.087990,35,48,752764,228087,40348,34800,11699,17249,9507,6665
2025-01-03T00:30:54.088871,48,38,191008,9696,641,1383,613,2698,624,522
2025-01-03T00:30:55.089672,54,40,223598,77375,15266,4044,3438,9894,2354,1670
2025-01-03T00:30:56.090134,57,37,157822,23493,2269,5231,5518,11801,1557,2393
2025-01-03T00:30:57.090471,63,29,543802,59689,7310,3082,9395,6603,2536,827
2025-01-03T00:30:58.091271,53,40,453494,174163,38072,63389,18147,25116,27776,5478
2025-01-03T00:30:59.091535,43,40,121731,219299,34298,15554,10371,10155,3570,1377
2025-01-03T00:31:00.092283,26,37,1456721,253390,7392,25630,18761,18134,10265,4531
2025-01-03T00:31:01.092723,16,29,85318,38013,1417,1467,1556,1209,860,902
2025-01-03T00:31:02.093496,16,23,1042404,38230,7446,5333,8422,4317,1388,500
2025-01-03T00:31:03.094171,29,37,499786,43499,27888,26469,14136,14193,5197,7233
2025-01-03T00:31:04.094868,29,29,272702,69686,4007,1060,10250,4349,2448,803
2025-01-03T00:31:05.095725,40,44,365622,88626,14903,15982,3653,12063,2006,1264
2025-01-03T00:31:06.096171,37,44,254409,130858,39699,3826,35858,10972,8015,2384
2025-01-03T00:31:07.096940,34,38,1171540,34686,9426,9279,5920,5462,1189,831
2025-01-03T00:31:08.097713,51,54,332934,13371,4378,4057,4913,8543,2858,2068
2025-01-03T00:31:09.097811,38,40,239371,69022,3600,1894,3479,1742,822,503
2025-01-03T00:31:10.098082,40,47,102405,329658,30748,151779,8407,41259,5209,4107
2025-01-03T00:31:11.098512,38,40,346442,358878,16985,82946,43116,33437,26085,12297
2025-01-03T00:31:12.098772,26,40,274736,56824,19955,5755,9536,10517,5460,1391
2025-01-03T00:31:13.098912,44,63,350553,44338,32429,4366,2737,11520,2751,1579
2025-01-03T00:31:14.099204,43,53,344218,27710,4718,2746,7120,2699,2049,1674
2025-01-03T00:31:15.099397,44,57,337096,61984,18037,8494,8088,7344,2898,6150
2025-01-03T00:31:16.100255,41,50,363512,325162,31964,20191,15066,32507,11004,6361
2025-01-03T00:31:17.100319,30,41,166611,158890,39420,10140,5056,8226,3057,1098
2025-01-03T00:31:18.100858,35,43,41574,16449,3614,1453,1825,2161,690,344
2025-01-03T00:31:19.101624,29,43,843035,133520,40459,8532,7235,10152,5724,1989
2025-01-03T00:31:20.102260,26,50,893653,65908,15738,7499,4689,5645,1534,491
2025-01-03T00:31:21.102530,24,48,114779,51581,11440,1019,2019,2227,452,497
2025-01-03T00:31:22.103283,24,40,354281,46374,2849,3336,5995,6004,2633,521
2025-01-03T00:31:23.103445,24,48,121047,20008,14863,1099,2437,1728,1046,192
2025-01-03T00:31:24.103535,41,60,30454,19737,68957,5785,21844,38942,26507,4357
2025-01-03T00:31:25.103621,44,60,186647,149746,27865,9386,10391,8585,1934,1643
2025-01-03T00:31:26.104451,51,74,540088,38598,22562,4616,11511,18341,3816,1015
2025-01-03T00:31:27.104860,61,60,677845,25735,5394,899,1980,4787,1108,463
2025-01-03T00:31:28.105073,40,44,232131,38796,7434,2648,791,1703,1036,264
2025-01-03T00:31:29.105516,38,29,334051,53524,1309,1579,1796,2209,1316,717
2025-01-03T00:31:30.106243,23,20,2332017,366786,14809,46876,33536,24252,8939,5128
2025-01-03T00:31:31.107103,26,16,544637,196090,14774,22831,23202,47073,7682,5675
2025-01-03T00:31:32.107439,26,24,210236,297077,107012,65105,34412,21006,7750,5866
2025-01-03T00:31:33.107697,40,44,201662,9851,3862,1246,2805,2182,595,652
2025-01-03T00:31:34.107754,41,41,248415,135264,15173,3120,8735,10682,4542,1495
2025-01-03T00:31:35.108446,37,48,1067120,293350,44398,49345,50882,44187,5816,11613
2025-01-03T00:31:36.109188,50,41,121578,18473,4201,4731,9110,4508,1163,892
2025-01-03T00:31:37.110018,53,44,159413,6748,3370,2918,3935,2702,923,277
2025-01-03T00:31:38.110673,57,47,186090,54976,4027,5460,5258,7611,2832,923
2025-01-03T00:31:39.111422,53,60,86656,51691,56835,21314,13968,10120,9694,6489
2025-01-03T00:31:40.111710,53,61,316478,7256,2183,2067,4563,1667,521,262
2025-01-03T00:31:41.111964,44,48,266962,8182,268,838,886,842,291,193
2025-01-03T00:31:42.112464,27,48,3435091,425013,52194,12376,35147,9820,4133,4769
2025-01-03T00:31:43.112960,30,26,126617,60796,6279,2757,5057,7942,3489,2949
2025-01-03T00:31:44.113505,40,24,529661,39210,24032,6146,47865,24662,13506,8998
2025-01-03T00:31:45.113547,30,35,1658563,271178,75215,20869,11847,12597,12074,3692
2025-01-03T00:31:46.114238,43,38,2049922,396721,50842,45616,49526,34756,22525,5053
2025-01-03T00:31:47.114249,38,50,32301,29070,9982,6129,5454,3000,1053,421
2025-01-03T00:31:48.114289,16,56,280418,402035,150846,100199,56623,23292,16678,9700
2025-01-03T00:31:49.115170,23,51,1559958,815182,85527,71266,58199,70201,17364,9205
2025-01-03T00:31:50.115766,21,38,1134426,601765,25836,13385,46632,32927,11427,5913
2025-01-03T00:31:51.116675,23,43,644416,259581,186460,56738,41541,44689,11139,2629
2025-01-03T00:31:52.117222,34,38,2511356,561628,91097,128607,63840,73847,18493,14833
2025-01-03T00:31:53.117603,29,63,1933953,162848,314384,47742,10751,28981,17936,3411
2025-01-03T00:31:54.117931,37,69,838597,204799,16544,12783,15682,29227,12812,6929
2025-01-03T00:31:55.118794,34,50,57043,44872,3060,1102,4627,2839,397,206
2025-01-03T00:31:56.119705,27,47,206325,42876,7995,6690,12408,3133,1744,3183
2025-01-03T00:31:57.120491,27,38,358522,48509,38693,10024,4686,5390,2281,1323
2025-01-03T00:31:58.120504,17,37,235360,88006,7561,1793,8968,3622,1048,1610
2025-01-03T00:31:59.121219,16,53,198151,79599,26151,11292,2245,6115,2308,2225
2025-01-03T00:32:00.121351,11,41,141341,126198,5667,5853,1587,4269,5442,1963
2025-01-03T00:32:01.121632,10,37,2236276,124616,64389,11770,16310,8427,3723,2219
2025-01-03T00:32:02.122146,11,40,58829,58288,9802,929,12525,3562,943,2230
2025-01-03T00:32:03.122331,10,27,96550,161915,14557,6334,7671,6983,1822,3470
2025-01-03T00:32:04.122753,11,30,67923,30855,3607,848,1323,1544,628,380
2025-01-03T00:32:05.122762,7,24,324836,185206,14959,33368,8523,6036,2210,4984
2025-01-03T00:32:06.123419,11,35,440723,154786,34310,45340,15982,17583,6432,5663
2025-01-03T00:32:07.124018,21,53,268397,44967,26774,23725,14526,11581,4257,1169
2025-01-03T00:32:08.124671,24,51,430975,160653,10980,10555,7551,12028,5815,3281
2025-01-03T00:32:09.125390,29,40,107752,79401,2626,4009,10791,3807,1703,3279
2025-01-03T00:32:10.125962,37,35,287367,66038,8784,10766,10307,11977,2355,1131
2025-01-03T00:32:11.126505,29,30,3850205,187968,103668,23240,40556,19391,5966,3004
2025-01-03T00:32:12.126575,24,37,729935,123804,17131,14462,26098,6400,8846,2361
